,Order Quantity,Unit Price,Discount,Sales,Profit,Customer Segment_Consumer,Customer Segment_Corporate,Customer Segment_Home Office,Customer Segment_Small Business,Customer Segment_nan
6855,18,21.98,0.04,388.13,40.11,1,0,0,0,0
6856,39,71.37,0.05,2339.84,-1730.3,1,0,0,0,0
6857,24,5.94,0.07,145.15,-169.17,0,0,1,0,0
6858,3,39.98,0.01,131.5,105.9,0,0,1,0,0
6859,38,194.3,0.02,7814.59,3408.46,0,0,1,0,0
6860,23,6.98,0.07,158.99,-197.13,0,0,1,0,0
6861,9,7.38,0.08,71.2,1.87,0,0,1,0,0
6862,25,56.96,0.06,1351.78,109.92,0,1,0,0,0
6863,21,73.98,0.07,1560.96,-120.27,0,1,0,0,0
6864,44,11.58,0.06,495.5,-12.67,0,0,0,1,0
6865,23,350.98,0.06,8225.24,1909.03,0,0,1,0,0
6866,4,328.14,0.06,1337.19,-431.45,0,1,0,0,0
6867,2,6.04,0.05,16.81,-4.14,0,1,0,0,0
6868,33,37.7,0.04,1194.34,497.11,0,0,1,0,0
6869,1,55.99,0.01,51.833,-235.9,0,0,1,0,0
6870,44,20.99,0.05,797.98,237.47,0,0,1,0,0
6871,4,270.98,0.04,1121.78,-454.8,0,0,1,0,0
6872,31,180.98,0.07,5404.18,241.06,0,1,0,0,0
6873,40,10.31,0.02,430.19,181.26,0,1,0,0,0
6874,37,90.97,0.04,3259.25,580.33,0,1,0,0,0
6875,46,150.98,0.03,6803.0,-1061.68,0,0,0,1,0
6876,2,110.98,0.1,238.76,-235.21,0,1,0,0,0
6877,20,4.48,0.01,140.37,-893.39,0,0,1,0,0
6878,45,130.98,0.02,5921.74,-287.62,0,0,1,0,0
6879,4,15.98,0.09,68.16,-52.44,0,0,1,0,0
6880,4,27.48,0.08,105.13,-103.23,0,0,1,0,0
6881,33,304.99,0.03,10168.23,4141.8,0,1,0,0,0
6882,32,4.98,0.06,176.77,-41.6,0,1,0,0,0
6883,24,348.21,0.06,6568.024,1715.9,0,1,0,0,0
6884,50,35.99,0.02,1579.028,624.98,0,1,0,0,0
6885,30,11.7,0.07,336.65,-71.05,0,1,0,0,0
6886,20,419.19,0.04,8048.45,1947.67,0,0,1,0,0
6887,46,499.99,0.0,23949.51,-1312.84,0,0,1,0,0
6888,6,2.88,0.02,17.43,2.45,0,0,1,0,0
6889,25,115.99,0.05,2976.19,-44.52,0,0,0,1,0
6890,20,25.98,0.06,498.68,79.52,0,1,0,0,0
6891,34,155.06,0.05,5208.78,1547.78,0,1,0,0,0
6892,4,5.98,0.02,28.46,-27.13,0,1,0,0,0
6893,3,5.98,0.05,23.44,-10.58,0,1,0,0,0
6894,4,7.99,0.05,31.1185,-46.9,0,0,1,0,0
6895,47,125.99,0.05,4829.4535,1235.15,0,0,1,0,0
6896,12,10.52,0.06,136.1,-3.78,0,1,0,0,0
6897,5,54.1,0.04,297.85,-69.89,0,1,0,0,0
6898,31,39.48,0.01,1296.46,376.47,0,1,0,0,0
6899,29,3.28,0.03,101.77,-73.19,0,0,1,0,0
6900,29,3.69,0.09,104.7,42.16,0,1,0,0,0
6901,5,65.99,0.06,284.4525,-254.78,0,1,0,0,0
6902,6,37.7,0.04,247.34,63.61,1,0,0,0,0
6903,27,11.55,0.1,305.48,47.14,0,0,0,1,0
6904,8,320.64,0.1,2029.496,251.64,1,0,0,0,0
6905,17,7.28,0.08,122.74,-28.13,1,0,0,0,0
6906,13,4.48,0.06,105.94,-566.0,0,1,0,0,0
6907,30,19.98,0.04,630.14,108.0,1,0,0,0,0
6908,28,125.99,0.08,2813.8485,377.15,1,0,0,0,0
6909,31,65.99,0.07,1624.5965,109.84,0,0,1,0,0
6910,35,10.01,0.0,381.36,128.03,0,0,1,0,0
6911,9,1.26,0.06,11.89,-6.12,0,1,0,0,0
6912,32,7.96,0.04,269.3,22.38,0,1,0,0,0
6913,4,200.98,0.01,883.31,-79.96,0,0,1,0,0
6914,44,8.5,0.05,364.4,51.08,1,0,0,0,0
6915,25,146.34,0.06,3585.91,-178.54,1,0,0,0,0
6916,24,22.84,0.02,545.38,89.6,0,1,0,0,0
6917,48,95.99,0.09,3713.0125,803.6,0,1,0,0,0
6918,48,30.56,0.08,1444.0,617.06,0,0,0,1,0
6919,21,35.41,0.09,676.69,138.1,1,0,0,0,0
6920,4,3499.99,0.05,13698.96,-9078.94,1,0,0,0,0
6921,28,31.78,0.0,925.43,368.86,0,1,0,0,0
6922,23,14.34,0.04,321.63,73.7,1,0,0,0,0
6923,48,5.78,0.08,278.07,-71.45,1,0,0,0,0
6924,17,20.99,0.0,328.627,-7.77,1,0,0,0,0
6925,46,152.48,0.04,6733.52,246.0,0,0,1,0,0
6926,41,9.11,0.06,377.83,122.06,0,1,0,0,0
6927,39,200.98,0.05,7725.66,-737.41,0,1,0,0,0
6928,4,9.65,0.03,52.43,-12.98,0,1,0,0,0
6929,48,5.58,0.08,254.51,49.05,0,1,0,0,0
6930,25,10.89,0.03,268.58,-26.33,0,1,0,0,0
6931,26,50.98,0.06,1280.65,75.36,0,1,0,0,0
6932,37,5.98,0.0,231.65,-241.28,0,1,0,0,0
6933,2,99.23,0.01,198.44,-87.46,0,1,0,0,0
6934,29,10.98,0.08,296.94,-25.41,0,1,0,0,0
6935,44,15.67,0.02,729.75,375.25,0,0,1,0,0
6936,28,51.65,0.07,1417.21,63.88,0,0,1,0,0
6937,11,125.99,0.04,1154.9375,-176.06,0,0,1,0,0
6938,16,6.54,0.01,109.9,-28.95,0,1,0,0,0
6939,6,101.41,0.07,646.14,-265.62,0,0,0,1,0
6940,50,6.48,0.02,343.94,-157.4,1,0,0,0,0
6941,45,348.21,0.02,12685.544,3985.11,0,0,0,1,0
6942,20,12.28,0.08,246.63,31.54,0,1,0,0,0
6943,12,7.45,0.06,94.52,-36.23,1,0,0,0,0
6944,22,4.54,0.01,106.69,-76.6,0,1,0,0,0
6945,41,146.05,0.01,6126.93,-1704.89,0,0,1,0,0
6946,3,3502.14,0.06,9172.32,-8570.45,1,0,0,0,0
6947,23,3.48,0.03,128.97,-1045.25,0,0,0,1,0
6948,20,11.66,0.02,238.77,-78.81,0,0,0,1,0
6949,20,12.98,0.04,257.34,12.82,0,0,0,1,0
6950,5,19.98,0.05,107.41,0.19,0,0,0,1,0
6951,25,6.23,0.07,163.41,-91.28,0,1,0,0,0
6952,34,15.98,0.1,507.66,106.71,0,1,0,0,0
6953,37,83.93,0.03,3212.97,1125.42,1,0,0,0,0
6954,13,22.84,0.06,292.95,60.36,1,0,0,0,0
6955,12,4.28,0.07,49.18,0.58,1,0,0,0,0
6956,16,41.94,0.09,659.5,248.98,1,0,0,0,0
6957,50,8.45,0.04,413.37,-224.41,0,0,1,0,0
6958,17,115.99,0.04,1721.641,242.44,0,0,1,0,0
6959,9,4.98,0.02,59.35,-42.61,1,0,0,0,0
6960,46,35.89,0.1,1500.84,91.56,0,1,0,0,0
6961,45,2.08,0.03,98.64,-9.36,0,1,0,0,0
6962,1,5.58,0.01,11.16,-7.25,0,1,0,0,0
6963,38,3.98,0.03,156.2,43.0,0,1,0,0,0
6964,24,4.13,0.02,99.1,28.42,1,0,0,0,0
6965,36,10.48,0.02,380.34,-108.2,1,0,0,0,0
6966,41,7.64,0.0,325.33,-41.75,1,0,0,0,0
6967,20,400.98,0.01,6449.056,1116.02,0,0,1,0,0
6968,22,1.76,0.02,45.21,4.61,0,0,1,0,0
6969,29,68.81,0.0,2175.22,-520.55,0,0,0,1,0
6970,5,5.74,0.07,32.77,-17.19,0,0,0,1,0
6971,37,43.98,0.01,1701.53,735.99,0,0,0,1,0
6972,2,29.34,0.03,64.79,-41.32,0,1,0,0,0
6973,13,348.21,0.09,4324.29,298.83,0,1,0,0,0
6974,24,9.71,0.09,234.24,-151.8,0,1,0,0,0
6975,44,115.99,0.07,4357.117,1192.98,0,0,1,0,0
6976,41,31.78,0.06,1298.29,542.33,0,0,1,0,0
6977,3,4.98,0.06,19.34,-11.36,0,0,1,0,0
6978,35,16.99,0.06,590.32,-91.31,0,0,1,0,0
6979,19,209.37,0.0,4245.93,-626.45,0,0,1,0,0
6980,26,59.98,0.08,1463.42,350.82,0,1,0,0,0
6981,10,100.89,0.08,1025.88,-211.33,0,0,0,1,0
6982,5,8.33,0.06,43.49,-21.44,0,1,0,0,0
6983,27,111.03,0.06,2854.76,61.13,0,1,0,0,0
6984,11,10.98,0.1,114.87,-21.03,0,1,0,0,0
6985,9,39.98,0.01,383.23,146.51,0,1,0,0,0
6986,11,5.38,0.01,68.5,-53.85,0,0,0,1,0
6987,44,3.28,0.05,145.19,-116.87,0,0,0,1,0
6988,41,12.28,0.08,506.73,25.58,0,0,1,0,0
6989,20,6.48,0.07,129.27,-105.15,1,0,0,0,0
6990,4,2036.48,0.01,8467.68,-3669.05,1,0,0,0,0
6991,13,12.99,0.01,183.22,-100.89,0,0,0,1,0
6992,4,15.14,0.02,68.03,-29.42,0,0,0,1,0
6993,23,68.81,0.05,1638.67,-527.83,0,0,1,0,0
6994,8,6.84,0.03,64.1,-48.28,0,0,1,0,0
6995,49,599.99,0.05,29884.6,12748.86,0,1,0,0,0
6996,30,159.99,0.01,4846.74,1689.93,1,0,0,0,0
6997,34,78.69,0.1,2548.3,875.57,1,0,0,0,0
6998,46,128.24,0.01,5979.84,1779.01,0,0,0,1,0
6999,28,6.3,0.06,175.76,80.36,0,0,0,1,0
7000,18,22.38,0.05,420.76,-56.21,0,0,1,0,0
7001,30,60.98,0.1,1676.46,-626.08,0,0,1,0,0
7002,48,2.88,0.02,145.66,28.89,0,0,1,0,0
7003,35,4.48,0.08,203.35,-1605.73,1,0,0,0,0
7004,18,2.16,0.03,44.52,-90.59,1,0,0,0,0
7005,5,9.71,0.03,58.9,-36.9,1,0,0,0,0
7006,13,55.99,0.09,602.4205,10.98,1,0,0,0,0
7007,18,100.98,0.07,1776.96,-197.06,0,0,0,1,0
7008,49,70.98,0.01,3642.14,103.11,0,0,0,1,0
7009,16,182.55,0.05,2982.5,-589.58,0,0,0,1,0
7010,10,5.4,0.04,59.62,-56.3,0,1,0,0,0
7011,2,27.48,0.06,57.73,-101.41,0,0,0,1,0
7012,14,2.89,0.0,56.26,28.11,0,1,0,0,0
7013,34,65.99,0.05,1961.7915,425.75,0,0,0,1,0
7014,12,500.98,0.05,6168.07,1542.0,1,0,0,0,0
7015,27,65.99,0.07,1521.1345,270.6,0,0,0,1,0
7016,10,8.75,0.08,89.04,-16.49,0,0,1,0,0
7017,40,7.28,0.04,297.34,-270.96,0,0,1,0,0
7018,35,35.48,0.02,1264.13,-1087.36,0,0,1,0,0
7019,3,349.45,0.1,840.552,7.55,1,0,0,0,0
7020,29,4.71,0.02,142.59,-3.23,0,0,1,0,0
7021,8,125.99,0.07,849.337,-258.85,0,0,1,0,0
7022,7,18.65,0.01,140.77,100.77,0,1,0,0,0
7023,25,34.76,0.06,848.19,120.02,0,1,0,0,0
7024,12,46.89,0.01,562.15,148.34,0,1,0,0,0
7025,40,18.97,0.09,746.93,67.03,0,0,1,0,0
7026,37,8.34,0.0,313.4,-5.05,0,0,1,0,0
7027,43,4.82,0.03,208.77,-144.24,1,0,0,0,0
7028,6,4.28,0.01,28.55,-4.5,1,0,0,0,0
7029,11,29.18,0.08,324.52,154.02,0,0,1,0,0
7030,6,280.98,0.05,1770.7,-448.25,0,1,0,0,0
7031,48,14.03,0.09,628.33,-226.62,0,1,0,0,0
7032,21,6.23,0.05,141.2,-74.44,0,1,0,0,0
7033,15,4.98,0.06,83.02,-54.01,0,0,0,1,0
7034,37,165.2,0.04,6176.29,1499.94,0,0,0,1,0
7035,26,19.84,0.07,493.43,120.18,0,0,1,0,0
7036,12,205.99,0.0,2218.891,79.54,0,0,1,0,0
7037,7,4.98,0.07,39.01,-38.44,1,0,0,0,0
7038,45,100.98,0.01,4768.59,-593.8,1,0,0,0,0
7039,33,3.75,0.08,117.77,47.98,1,0,0,0,0
7040,21,7.89,0.01,179.98,38.7,1,0,0,0,0
7041,16,3.68,0.09,55.44,-21.91,1,0,0,0,0
7042,18,9.71,0.1,174.62,-119.77,1,0,0,0,0
7043,10,99.99,0.02,999.89,-119.92,1,0,0,0,0
7044,10,3.28,0.04,35.69,-31.24,1,0,0,0,0
7045,43,12.97,0.09,532.89,210.53,0,0,0,1,0
7046,24,2.12,0.06,60.69,-25.65,0,0,0,1,0
7047,43,387.99,0.08,16116.33,6919.87,0,1,0,0,0
7048,21,276.2,0.06,5482.18,1167.38,0,1,0,0,0
7049,16,2.88,0.09,45.57,2.81,0,1,0,0,0
7050,13,35.94,0.03,473.46,128.11,0,1,0,0,0
7051,42,2.18,0.1,88.23,-195.93,0,0,0,1,0
7052,1,16.98,0.03,29.19,-23.1,0,0,1,0,0
7053,9,225.04,0.03,2007.24,600.4,0,0,1,0,0
7054,42,9.49,0.05,384.41,-44.3,0,0,1,0,0
7055,4,291.73,0.0,1239.06,-193.08,0,1,0,0,0
7056,43,100.98,0.07,4083.19,-1049.85,0,1,0,0,0
7057,32,155.06,0.05,4902.38,1438.49,0,1,0,0,0
7058,1,4.98,0.05,19.96,3.25,1,0,0,0,0
7059,41,3.57,0.03,148.99,-115.48,1,0,0,0,0
7060,21,3.28,0.06,70.66,-57.84,1,0,0,0,0
7061,33,13.99,0.01,478.27,-4.85,0,1,0,0,0
7062,39,25.99,0.05,977.92,148.89,0,1,0,0,0
7063,31,6.81,0.0,229.26,-37.2,0,0,0,1,0
7064,12,58.14,0.01,754.94,-226.24,0,0,0,1,0
7065,26,39.48,0.07,1011.9,247.94,0,1,0,0,0
7066,38,31.78,0.01,1279.25,569.3,1,0,0,0,0
7067,34,348.21,0.02,12570.74,-4560.43,0,0,1,0,0
7068,7,31.74,0.03,230.29,-4.3,0,0,1,0,0
7069,9,155.06,0.03,1394.28,197.16,0,0,1,0,0
7070,44,179.99,0.05,6862.237,1839.2,0,0,1,0,0
7071,47,8.09,0.0,418.03,-158.58,0,1,0,0,0
7072,23,14.2,0.06,336.86,36.32,0,1,0,0,0
7073,49,65.99,0.02,2693.514,662.05,0,1,0,0,0
7074,11,35.44,0.1,391.9,-47.01,0,1,0,0,0
7075,26,55.48,0.06,1451.59,435.11,0,1,0,0,0
7076,33,39.98,0.08,1283.68,202.47,0,0,0,1,0
7077,28,5.84,0.02,169.46,34.24,0,0,0,1,0
7078,10,155.99,0.01,1351.653,-202.85,0,1,0,0,0
7079,9,5.98,0.01,63.0,-17.48,0,1,0,0,0
7080,39,21.38,0.03,856.15,330.03,0,1,0,0,0
7081,50,39.98,0.03,2026.42,655.36,0,1,0,0,0
7082,31,125.99,0.03,3413.4555,868.47,0,1,0,0,0
7083,43,6.68,0.01,294.13,-123.07,0,0,0,1,0
7084,29,4.38,0.08,125.41,-127.01,0,0,1,0,0
7085,49,64.98,0.08,3170.52,379.11,0,0,1,0,0
7086,20,155.99,0.08,2488.477,142.55,0,0,1,0,0
7087,12,30.73,0.05,378.84,-99.38,0,0,1,0,0
7088,1,160.98,0.02,200.38,-90.41,0,0,1,0,0
7089,2,64.98,0.1,128.52,-110.07,0,0,1,0,0
7090,24,348.21,0.0,6717.784,1903.1,0,0,1,0,0
7091,22,2.88,0.1,59.08,-2.61,0,1,0,0,0
7092,50,20.99,0.08,886.363,450.02,0,1,0,0,0
7093,36,5.98,0.05,222.25,-63.77,0,1,0,0,0
7094,7,65.99,0.01,388.7135,-190.42,0,1,0,0,0
7095,43,29.89,0.05,1233.22,385.46,0,0,0,1,0
7096,39,4.0,0.08,144.82,28.4,0,0,0,1,0
7097,32,218.08,0.1,6310.69,1318.83,1,0,0,0,0
7098,49,76.72,0.03,3702.92,541.92,0,1,0,0,0
7099,29,1.88,0.1,53.99,-15.12,0,1,0,0,0
7100,39,107.53,0.09,3854.4,1116.98,0,0,1,0,0
7101,44,7.38,0.0,346.2,-335.69,0,0,1,0,0
7102,4,20.24,0.08,85.96,-7.48,0,0,1,0,0
7103,39,12.44,0.07,475.52,-70.43,0,0,1,0,0
7104,20,4.91,0.09,92.94,37.77,0,1,0,0,0
7105,19,296.18,0.01,6070.96,173.48,0,1,0,0,0
7106,24,1.6,0.04,41.85,-8.44,1,0,0,0,0
7107,41,65.99,0.04,2303.7125,398.22,1,0,0,0,0
7108,23,11.97,0.01,283.82,-38.94,0,1,0,0,0
7109,43,80.97,0.03,3441.09,431.95,0,1,0,0,0
7110,38,5.28,0.05,209.61,-96.29,0,1,0,0,0
7111,18,120.98,0.1,1979.47,690.27,0,1,0,0,0
7112,23,8.32,0.08,187.8,-41.83,0,1,0,0,0
7113,29,125.99,0.1,2823.037,372.4,0,1,0,0,0
7114,32,2.88,0.01,94.55,6.74,1,0,0,0,0
7115,11,3.98,0.07,45.31,-10.64,0,1,0,0,0
7116,4,8.69,0.1,36.46,-7.41,1,0,0,0,0
7117,14,4.14,0.04,63.91,-44.47,0,1,0,0,0
7118,32,65.99,0.01,1909.0065,344.13,0,1,0,0,0
7119,46,70.98,0.04,3412.08,239.23,0,1,0,0,0
7120,31,40.99,0.03,1311.68,230.37,0,1,0,0,0
7121,10,22.38,0.01,238.88,-48.21,0,0,1,0,0
7122,39,30.98,0.0,1235.29,53.63,0,0,1,0,0
7123,12,195.99,0.09,1928.327,-253.37,0,0,1,0,0
7124,8,5.98,0.03,57.15,-33.95,0,0,0,1,0
7125,7,4.24,0.07,44.25,-14.36,0,1,0,0,0
7126,12,146.34,0.0,1940.32,-18.81,0,0,0,1,0
7127,50,46.94,0.0,2447.65,1170.35,0,0,1,0,0
7128,7,161.55,0.09,1069.64,-139.75,0,0,1,0,0
7129,7,195.99,0.04,1143.4285,-475.66,0,1,0,0,0
7130,40,5.68,0.0,233.2,74.83,0,0,1,0,0
7131,24,10.14,0.02,245.53,83.16,0,0,1,0,0
7132,4,225.04,0.07,904.12,28.81,0,1,0,0,0
7133,25,306.14,0.04,7667.78,1494.01,0,0,0,1,0
7134,40,30.98,0.0,1305.85,65.01,0,0,0,1,0
7135,35,60.89,0.08,2130.31,-319.26,0,1,0,0,0
7136,2,1938.02,0.09,3668.28,-4858.67,1,0,0,0,0
7137,14,155.99,0.06,1849.6,62.16,0,1,0,0,0
7138,40,5.28,0.09,197.1,-12.88,0,1,0,0,0
7139,47,4.2,0.03,199.48,13.8,0,1,0,0,0
7140,40,16.51,0.07,635.59,202.83,0,0,1,0,0
7141,22,55.48,0.01,1251.4,539.45,0,0,1,0,0
7142,45,78.8,0.03,3577.81,-1097.97,0,0,1,0,0
7143,25,45.99,0.02,1009.868,170.57,0,0,0,1,0
7144,9,3.6,0.1,31.36,-8.28,1,0,0,0,0
7145,8,7.64,0.03,64.23,15.83,0,1,0,0,0
7146,17,7.1,0.06,119.51,-51.3,0,0,0,1,0
7147,19,17.78,0.05,332.38,89.95,0,0,0,1,0
7148,38,5.34,0.09,202.42,0.86,0,0,1,0,0
7149,16,9.11,0.09,137.63,26.71,1,0,0,0,0
7150,43,15.04,0.08,614.8,247.79,1,0,0,0,0
7151,34,367.99,0.1,11823.52,4592.74,0,1,0,0,0
7152,19,4.24,0.1,80.81,-67.46,0,1,0,0,0
7153,35,5.28,0.06,181.15,-46.68,0,0,0,1,0
7154,31,420.98,0.01,13064.06,5979.56,0,1,0,0,0
7155,34,140.98,0.05,4771.89,-427.99,0,1,0,0,0
7156,1,3502.14,0.05,3360.3,-7961.43,0,1,0,0,0
7157,10,35.99,0.07,306.663,-17.41,0,1,0,0,0
7158,27,810.98,0.09,21320.58,5381.02,0,1,0,0,0
7159,5,5.28,0.03,32.5,-16.67,1,0,0,0,0
7160,5,2.08,0.08,11.25,-4.96,0,0,0,1,0
7161,22,5.98,0.07,127.51,26.74,0,0,0,1,0
7162,35,60.65,0.08,2004.22,338.91,0,0,0,1,0
7163,21,5.98,0.02,125.79,28.53,0,1,0,0,0
7164,39,400.97,0.07,14591.44,5475.8,1,0,0,0,0
7165,40,9.68,0.09,375.52,131.7,0,1,0,0,0
7166,15,3.78,0.03,63.84,23.52,0,1,0,0,0
7167,45,70.89,0.06,3327.84,-3033.57,0,0,1,0,0
7168,32,34.76,0.02,1141.9,175.32,1,0,0,0,0
7169,34,65.99,0.06,1912.9845,288.09,1,0,0,0,0
7170,24,195.99,0.0,4170.865,1030.51,1,0,0,0,0
7171,11,320.98,0.1,3427.31,124.36,0,1,0,0,0
7172,10,3.28,0.08,36.26,-28.37,0,1,0,0,0
7173,50,20.99,0.0,893.1375,11.0,0,1,0,0,0
7174,15,16.48,0.02,269.2,69.61,0,1,0,0,0
7175,27,3.38,0.08,87.33,13.82,0,1,0,0,0
7176,7,212.6,0.05,1494.27,-248.78,0,0,0,1,0
7177,24,19.98,0.09,473.03,26.27,0,0,1,0,0
7178,13,9.77,0.05,126.68,7.0,1,0,0,0,0
7179,49,33.29,0.01,1711.79,812.32,0,0,0,1,0
7180,21,37.94,0.01,793.85,308.53,0,1,0,0,0
7181,23,8.6,0.02,203.91,-35.44,0,1,0,0,0
7182,7,5.18,0.1,38.37,-29.0,0,1,0,0,0
7183,1,44.01,0.06,46.94,-26.54,0,0,1,0,0
7184,22,4.06,0.07,89.96,-115.21,0,0,1,0,0
7185,10,1.26,0.1,12.95,-6.78,0,0,1,0,0
7186,39,22.84,0.05,930.84,-122.12,0,1,0,0,0
7187,8,6.48,0.07,57.22,-27.72,0,0,1,0,0
7188,33,4.84,0.01,162.0,45.84,0,0,1,0,0
7189,48,85.99,0.1,3410.1575,1137.91,0,0,1,0,0
7190,47,36.65,0.04,1676.25,-458.33,0,0,0,1,0
7191,1,21.98,0.07,29.99,-8.88,0,1,0,0,0
7192,33,11.29,0.05,373.13,-35.26,0,1,0,0,0
7193,18,4.98,0.03,99.55,-60.9,0,1,0,0,0
7194,50,161.55,0.05,8230.77,1577.02,0,1,0,0,0
7195,5,15.67,0.03,80.56,12.5,0,1,0,0,0
7196,49,550.98,0.08,20701.928,3918.54,0,1,0,0,0
7197,4,4.91,0.03,20.19,1.3,0,0,1,0,0
7198,43,1.82,0.08,74.99,-8.95,0,0,1,0,0
7199,38,1.98,0.05,81.97,-148.8,0,1,0,0,0
7200,38,46.89,0.09,1756.27,649.05,0,0,1,0,0
7201,50,6.64,0.05,345.58,-38.04,0,0,1,0,0
7202,16,17.24,0.04,273.36,32.25,0,0,1,0,0
7203,19,218.75,0.07,3240.728,-691.31,0,0,1,0,0
7204,49,209.37,0.08,8058.96,-1621.38,0,0,1,0,0
7205,19,9.11,0.08,172.54,44.23,0,1,0,0,0
7206,30,178.47,0.08,5290.57,1389.18,0,0,1,0,0
7207,46,165.2,0.02,7685.62,1952.15,0,1,0,0,0
7208,15,140.98,0.0,2277.67,-173.96,1,0,0,0,0
7209,25,130.98,0.08,3308.28,-581.59,1,0,0,0,0
7210,47,7.64,0.03,370.6,160.72,0,1,0,0,0
7211,43,90.24,0.01,4072.01,1675.98,0,0,1,0,0
7212,14,2.94,0.05,41.37,1.82,1,0,0,0,0
7213,18,3.85,0.04,71.22,20.43,0,1,0,0,0
7214,46,19.23,0.09,863.26,229.6,0,1,0,0,0
7215,48,4.98,0.04,238.79,-83.78,1,0,0,0,0
7216,47,2.94,0.04,148.26,49.04,1,0,0,0,0
7217,13,4.98,0.0,66.83,23.16,0,0,0,1,0
7218,43,5.81,0.0,255.7,-35.74,0,0,0,1,0
7219,17,2.52,0.01,47.12,-47.01,0,1,0,0,0
7220,48,90.98,0.02,4480.89,195.04,0,0,0,1,0
7221,8,348.21,0.09,2651.21,-93.85,0,0,1,0,0
7222,21,4.91,0.0,106.2,48.76,1,0,0,0,0
7223,36,11.66,0.05,411.75,-182.87,0,1,0,0,0
7224,1,2.88,0.06,3.41,-1.78,0,1,0,0,0
7225,37,2.78,0.0,122.99,21.48,1,0,0,0,0
7226,6,2550.14,0.1,14734.71,-3798.01,1,0,0,0,0
7227,38,7.1,0.05,264.92,-97.06,0,1,0,0,0
7228,42,4.37,0.0,194.2,-139.13,1,0,0,0,0
7229,31,500.98,0.01,16451.33,5325.14,1,0,0,0,0
7230,39,12.58,0.02,485.97,48.6,1,0,0,0,0
7231,15,7.7,0.1,109.71,-20.95,1,0,0,0,0
7232,6,60.98,0.06,391.12,-166.96,0,1,0,0,0
7233,35,13.48,0.1,448.1,-15.07,0,1,0,0,0
7234,1,18.97,0.05,34.09,-19.9,1,0,0,0,0
7235,41,155.99,0.09,5144.8715,1435.83,1,0,0,0,0
7236,34,22.38,0.01,783.48,-73.4,0,0,0,1,0
7237,46,100.98,0.08,4394.78,-335.77,0,0,1,0,0
7238,47,30.97,0.02,1501.8,112.78,0,1,0,0,0
7239,42,110.98,0.04,4846.68,820.94,0,1,0,0,0
7240,5,4.98,0.0,32.69,-24.43,0,1,0,0,0
7241,22,1.81,0.09,38.88,-18.57,0,1,0,0,0
7242,31,8.56,0.01,286.26,8.34,0,1,0,0,0
7243,16,12.28,0.04,196.98,-5.76,1,0,0,0,0
7244,33,65.99,0.1,1756.695,164.97,1,0,0,0,0
7245,11,212.6,0.04,1884.208,-776.72,1,0,0,0,0
7246,2,55.99,0.1,93.3385,-300.39,1,0,0,0,0
7247,1,3.08,0.08,3.85,-1.36,0,1,0,0,0
7248,10,65.99,0.08,547.0005,-97.2,0,1,0,0,0
7249,18,130.98,0.06,2379.15,-261.77,0,0,1,0,0
7250,49,35.41,0.02,1734.4,749.16,0,0,1,0,0
7251,25,42.76,0.01,1128.03,256.3,0,0,1,0,0
7252,22,320.98,0.05,6767.43,803.48,0,1,0,0,0
7253,16,22.98,0.04,367.09,74.2,0,1,0,0,0
7254,23,5.68,0.02,139.66,46.69,0,1,0,0,0
7255,13,40.99,0.07,509.49,-51.18,0,1,0,0,0
7256,36,20.95,0.1,739.07,-71.55,1,0,0,0,0
7257,4,9.11,0.02,38.58,-2.82,1,0,0,0,0
7258,2,9.49,0.04,25.07,-27.67,0,0,1,0,0
7259,36,4.89,0.03,181.95,-132.26,0,0,0,1,0
7260,26,10.98,0.01,287.43,37.9,0,1,0,0,0
7261,21,10.91,0.05,238.06,56.43,0,0,0,1,0
7262,33,3.14,0.08,103.92,-52.76,0,0,0,1,0
7263,28,4.98,0.07,136.16,58.1,1,0,0,0,0
7264,23,270.97,0.06,5062.18,842.83,0,0,0,1,0
7265,43,21.38,0.08,913.99,-57.75,1,0,0,0,0
7266,14,22.98,0.04,321.21,53.44,0,0,0,1,0
7267,50,18.84,0.05,952.21,403.83,0,1,0,0,0
7268,37,11.58,0.06,436.67,51.91,0,0,0,1,0
7269,30,5.08,0.06,146.72,18.26,0,0,0,1,0
7270,17,4.06,0.08,74.83,-83.71,0,0,0,1,0
7271,16,7.35,0.01,124.71,-30.04,0,0,0,1,0
7272,27,65.99,0.04,1553.868,322.51,0,1,0,0,0
7273,16,2.78,0.05,43.65,-3.67,0,0,1,0,0
7274,27,115.99,0.09,2478.481,249.1,0,0,1,0,0
7275,29,48.04,0.02,1427.14,605.92,0,0,0,1,0
7276,39,10.64,0.02,419.95,-39.1,0,0,0,1,0
7277,24,14.48,0.1,344.25,23.96,0,0,1,0,0
7278,12,5.84,0.09,64.77,14.46,0,0,1,0,0
7279,8,35.51,0.05,292.38,6.11,1,0,0,0,0
7280,24,8.34,0.1,191.79,-6.34,1,0,0,0,0
7281,34,8.04,0.03,290.01,-160.28,1,0,0,0,0
7282,2,2550.14,0.08,4692.26,-7373.13,1,0,0,0,0
7283,41,13.9,0.04,576.58,-81.55,0,0,0,1,0
7284,18,65.99,0.05,994.4745,0.71,0,1,0,0,0
7285,49,12.58,0.0,633.91,141.17,0,1,0,0,0
7286,39,1.6,0.1,61.94,-17.78,0,1,0,0,0
7287,4,10.98,0.08,57.82,0.85,0,0,0,1,0
